OP,A1,A2,A3,A4,A5
+,1037,9690,3489,4634,407
+,1781,2168,6542,8767,6045
+,1938,679,3666,400,7112
+,3012,5863,6791,6763,7192
+,2687,5030,6420,1577,3300
+,4999,7919,3479,3757,5876
+,6375,1693,5437,3763,2415
+,9423,5490,9910,4516,3431
-,3225,4656,6571,7679,848
+,8339,4400,500,1514,9875
+,17,921,9783,4583,8265
+,9133,7946,5224,8453,6503
+,6760,8591,789,3115,8277
+,4974,9473,1792,8238,7025
+,6910,1933,4933,9991,9461
+,3162,6714,4180,2987,3200
+,6217,3366,1617,7086,9167
+,4969,7722,7595,2918,7379
+,8976,8730,6346,2315,5930
-,8388,3529,6736,8514,6706
+,5344,8703,5527,4560,4332
+,9542,8858,2462,6502,577
+,1370,5294,1284,5639,5948
+,5956,9045,8857,5823,5767
+,1159,2491,6265,1050,9642
+,3765,5203,9325,809,8954
+,5584,6000,3144,8607,6233
+,688,4334,5220,4083,1786
+,6722,3215,4711,4161,596
+,8835,7009,4649,5536,8939
-,2650,3730,262,2923,5215
+,5990,856,3109,6130,3193
+,9876,5410,8229,8373,4073
+,5762,6348,7359,9861,1057
+,7660,3943,3794,375,9105
+,6693,1839,6826,3916,6788
+,5559,7718,6571,5119,1656
+,9591,634,2990,198,3333
+,5419,9664,5409,6025,1682
+,8767,2914,7658,2516,5215
+,7492,7973,5964,6978,3172
-,2143,8368,8415,2525,2118
+,4637,948,5611,453,9003
+,2479,8022,6350,4688,9958
+,6075,4296,1585,1791,2032
+,3336,7151,1477,6023,7097
+,7611,4043,9782,2809,5566
+,3290,6494,9804,4238,2391
+,2763,353,4036,24,7781
+,7968,4739,5320,379,9384
+,8961,6323,7728,1715,1186
+,4720,3052,1913,1374,8664
-,2437,2867,5632,9472,1538
+,1338,6772,6453,4085,7533
+,6790,3313,6542,5573,6287
+,568,2966,3363,733,3645
+,2160,7340,2551,3515,5483
+,5927,1409,9059,3268,9908
+,8665,8900,6831,5861,5504
+,3096,7495,6307,4614,4833
+,582,3454,3257,5497,4857
+,5858,7024,6207,6230,1800
+,7692,4639,9345,3638,3862
-,2554,3965,8389,8631,1079
+,7699,5236,7119,5787,932
+,2118,8624,3237,7594,6714
+,998,296,2855,712,4597
+,7526,2132,3783,4365,5993
+,7183,9185,1254,9582,4413
+,2890,2885,7548,1124,560
+,488,7767,8399,4164,46
+,6721,8379,9745,8662,5619
+,1551,3811,6903,3494,7923
+,268,8304,7958,3278,4407
-,70,8835,5844,8948,2874
+,5007,310,5512,6788,3755
+,3195,9007,6220,9376,5069
+,7522,1719,7796,2783,816
+,4192,6868,8436,2612,1658
+,9405,7166,6041,9144,9646
+,1577,1453,6399,3547,3875
+,7464,3915,3726,9875,1736
+,887,3793,4530,1678,876
+,9822,7043,5794,31,4474
+,2702,9757,4778,130,9062
-,1868,2685,1507,9035,1065
+,5330,1304,3741,7383,2120
+,4663,4276,7283,2954,9867
+,3924,7753,1504,3420,9977
+,7708,7059,2413,4677,7946
+,5448,1405,2405,639,1666
+,1031,9812,4944,3187,855
+,7583,3587,8498,9543,6811
+,5807,1051,5750,8573,7918
+,7559,4318,8965,4001,6239
+,4844,8344,7282,9677,2838
-,531,5972,4689,5246,6498
+,4027,6917,4304,3353,5976
+,9107,6839,4752,3740,4048
+,6034,6487,9762,4136,4912
+,960,3808,8536,9341,6833
+,1770,4718,2247,1278,2020
+,6564,6913,418,102,5870
+,3259,9267,5000,417,9052
+,4481,1424,4376,9160,9840
+,8393,550,3188,7985,1667
+,4075,9747,3976,7801,4534
-,9196,1679,9563,2495,2459
+,1790,584,9125,8703,6160
+,4413,7569,4385,4882,350
+,8734,989,7812,8165,356
+,3552,2190,2802,8953,7103
+,8692,2343,6232,6641,6919
+,8116,5233,4360,5031,4450
+,3516,9663,4924,5788,2222
+,7654,53,442,8192,247
+,6204,6162,9913,7884,900
+,9115,7787,3125,855,4892
-,9010,530,7570,3496,7943
+,9502,7527,3719,8387,6650
+,4268,1017,4402,1092,3653
+,719,4644,5130,1129,766
+,1984,3739,3207,3040,2957
+,7676,7912,8677,4478,8907
+,8026,1136,2923,254,6644
+,3246,8527,2595,4954,6847
+,4753,6876,7295,8568,8833
+,2377,3333,2688,4314,3189
+,5855,7528,6478,9624,1911
-,1209,5854,8273,8104,5667
+,3348,936,1008,5787,2875
+,4084,7283,7377,3973,1309
+,9269,3562,6658,1127,5827
+,8053,9377,9142,4290,3300
+,7365,4054,3327,3885,3957
+,1709,6740,5598,3646,7617
+,9969,4665,9896,1913,3897
+,9000,4378,4393,8540,9611
+,2131,7828,9479,4944,1498
+,5515,48,7353,5806,336
-,6118,8639,3876,9975,7244
+,5240,1654,5819,8060,1138
+,1611,2463,3315,4437,8596
+,5616,2435,271,7810,7871
+,7866,4855,8909,5873,9027
+,6091,9491,7862,1823,8999
+,1907,5406,5306,2034,9260
+,8523,166,7883,3740,6014
+,1127,6677,3907,2399,785
+,3576,8516,9944,3634,6952
+,5802,9168,1711,470,9927
-,1365,9037,9675,5986,4594
+,4475,7436,3647,8876,4596
+,2050,538,1603,6723,153
+,3381,1472,352,626,1947
+,6587,9831,6038,7866,7097
+,8713,7643,5857,1320,4407
+,2574,1931,2543,1412,8698
+,1118,7797,6453,5212,2322
+,2639,7339,5981,957,9414
+,5328,2165,5124,8358,4623
+,8974,3566,9199,2092,8402
-,1041,8960,8079,3255,4713
+,6842,2276,2003,3160,5024
+,7533,9180,3519,6966,8017
+,3592,9999,4548,2626,8179
+,2145,6946,3231,259,3479
+,5191,3626,6453,4534,1751
+,6475,4198,426,2421,7838
+,4582,1366,6745,8973,8851
+,2538,6447,5690,9941,5594
+,6648,7129,7834,9738,4027
+,9759,7625,8280,9170,8367
-,1981,9729,7444,1374,7703
+,3271,5241,8565,2008,3310
+,6319,2131,8126,9420,2554
+,6170,6621,2398,1171,8989
+,3346,9853,8114,4806,9664
+,1979,272,768,180,9280
+,8226,5616,4201,3498,1165
+,5355,7078,9100,7831,6354
+,2878,6108,2338,4012,6317
+,3731,4123,9838,3217,6802
+,5220,7859,6977,2452,7586
-,7285,8270,8857,8883,4035
+,9079,6514,6768,1252,5574
+,9602,9455,4452,6377,8949
+,6180,3076,2240,386,740
+,8901,8669,7506,1633,5917
+,8830,9888,7908,3585,3883
+,4563,9615,6656,8939,5682
+,5961,3977,3622,1506,3921
+,226,7830,6529,3110,7420
+,4528,141,6683,1214,7651
+,9661,2291,4282,2176,8622
-,2952,2627,5523,9292,9210
+,5027,8379,5976,6661,9398
+,2146,875,1784,766,6383
+,2400,8000,902,6763,3209
+,5710,3168,9227,5192,5074
+,4442,5922,4428,9370,1595
+,3561,6066,6036,3349,9572
+,6703,7078,489,9169,9682
+,4497,2938,5744,1435,1484
+,2937,4263,6869,7774,3832
+,4606,8209,3083,1848,2838
-,9415,1193,2592,7265,1840
+,6406,127,7855,559,8029
+,4730,9711,2338,203,7754
+,6493,9491,7127,4848,3374
+,6678,4941,9548,9157,85
+,2823,6507,2206,1324,9270
+,792,1083,1148,9844,995
+,8424,3694,725,8493,8276
+,5128,3419,7758,6628,952
+,2628,8202,2458,1077,6746
+,5084,421,311,3992,4200
-,6077,4335,8161,6895,9256
+,8482,5114,4716,5998,5659
+,4266,7852,3020,6376,209
+,5364,6561,2370,6739,4536
+,4429,9721,6107,9393,5451
+,4372,9822,8101,9558,6104
+,9101,334,7267,8195,6281
+,6738,8368,3381,8134,4028
+,7386,860,5385,7949,2408
+,3802,2508,3709,1810,488
+,9641,96,5434,6626,607
-,9702,9517,7598,6730,4132
+,8061,1331,1442,4256,5822
+,1863,1965,1414,1382,465
+,387,5210,8025,6600,9737
+,3153,7012,1795,1454,8966
+,9424,7755,963,5042,4357
+,6607,9477,2772,3527,3404
+,2722,9873,7828,9424,9837
+,5096,3400,9884,8652,6873
+,1734,4094,3111,2924,3067
+,7809,7150,3118,1715,5914
-,4990,5350,1684,6428,8941
+,8070,9581,597,5678,4984
+,289,828,1989,9073,2926
+,9055,3964,2789,4621,7165
+,6542,3355,4852,844,149
+,7075,955,6495,2292,1573
+,4291,5963,2586,4594,2547
+,4473,7202,9562,1475,6889
+,9592,3743,423,9639,1136
+,7093,1545,2154,1202,9327
+,9215,9556,308,6167,3472
-,7019,5418,7675,7876,360
+,8142,7789,5549,9932,3057
+,332,1894,7765,5409,7491
+,2729,9134,4742,3788,3415
+,1930,305,626,2332,8902
+,6269,3826,302,2074,5018
+,6294,1831,4953,3420,6439
+,6024,8083,3913,1684,8993
+,8762,324,7235,4305,5302
+,4410,486,8060,8319,7723
+,8809,9808,4771,3317,697
-,4653,269,7557,3242,4661
+,2680,9266,9759,6709,3676
+,3901,4291,4978,5823,6257
+,6129,2430,6653,3387,8888
+,8064,7301,6162,330,5418
+,3999,7798,2485,2943,6779
+,9882,1922,4826,3290,5771
+,6184,7322,9158,8882,1600
+,8152,7,5252,8112,3592
+,8722,228,5662,4787,710
+,4028,9643,9412,4060,7281
-,8282,1589,209,5075,1199
+,2999,6426,159,105,3090
+,2219,722,1677,4758,3254
+,8876,9384,5375,1808,2900
+,6814,6532,6905,1423,8185
+,1375,7405,8842,5537,8878
+,4904,8937,2705,8291,5317
+,7209,4783,5606,8276,4878
+,2081,2864,1312,180,1522
+,1167,3710,6205,840,6890
+,7430,5904,5549,8065,1534
-,8826,6633,2010,1747,7348
+,1585,1750,7583,5596,2371
+,6101,4383,7714,453,2883
+,9125,6815,1352,7706,175
+,5665,693,249,5892,7754
+,6535,6358,4756,6775,929
+,2799,4680,2598,575,911
+,4729,3850,9548,9857,3330
+,6178,953,7700,2077,9381
+,5785,3318,834,2453,3866
+,4805,539,5054,5509,7862
-,1155,1585,2737,3746,9012
+,511,9562,3476,6243,7456
+,5896,4877,5368,7801,7236
+,673,1473,7544,3432,677
+,2716,5621,295,3525,8311
+,222,368,4723,5946,1743
+,775,8924,3943,5272,6180
+,7552,4267,7899,5646,2775
+,2367,2365,6074,4331,1950
+,2243,7031,4256,5625,63
+,1034,7547,3761,8945,1061
-,8375,4159,3775,3540,7592
+,5055,6583,287,1641,8100
+,3578,1001,9371,1734,2294
+,4054,4597,6329,8185,545
+,6456,9684,5316,7313,2617
+,6505,7636,882,4619,8334
+,5501,2172,9923,8748,1410
+,88,9967,5176,2150,4502
+,3548,7734,9675,6470,3893
+,2184,365,5866,1751,7020
+,4392,5273,6309,5912,6787
-,2918,6481,2345,5597,4838
+,487,7442,8560,7020,6592
+,6152,5471,1378,6784,7174
+,7168,8028,5314,85,6883
+,3085,9267,6323,13,9630
+,8063,7853,3314,4917,8557
+,7077,2232,4775,4085,2711
+,2421,7452,4658,2896,5900
+,4513,1809,1764,1332,7383
+,1466,3004,279,8708,5037
+,5516,6220,7992,9292,5498
-,7495,7739,4006,5937,2818
+,2691,1278,9825,1981,6240
+,4696,8907,4580,4289,4201
+,6451,1928,8091,5040,432
+,3273,992,9057,5797,9597
+,1102,3188,5101,7587,4032
+,1095,3331,9693,7103,4310
+,3427,5662,8310,3388,50
+,3753,3898,6157,9002,8536
+,2659,4383,5457,4462,3025
+,9757,856,5992,8214,2541
-,8103,7205,8132,750,404
+,8663,6890,1903,1957,2393
+,7667,6669,5278,1873,5588
+,237,7599,164,501,3881
+,8954,7824,3821,1881,2133
+,7816,5313,6063,7810,6423
+,2029,2845,2399,6113,3979
+,2164,7709,8433,6685,4388
+,354,580,8510,1359,6697
+,7938,4935,2419,3048,2933
+,3414,8150,4583,6739,8167
-,615,6995,4098,1074,1432
+,4322,1494,6894,7854,7598
+,8278,3912,7608,1440,8812
+,4480,6871,5362,4675,7158
+,5613,5692,6153,8381,5528
+,2541,578,1188,6254,6375
+,78,3997,8528,2918,5849
+,6386,9352,4830,89,1364
+,3795,9200,318,338,1007
+,591,1375,9383,9061,4436
+,5637,3689,1484,8019,5067
-,8105,6935,8367,5023,4824
+,9471,2055,3464,4239,1542
+,2009,1451,2507,8195,3784
+,5323,5223,329,6555,4934
+,3490,453,3758,2254,6414
+,1445,6719,3164,3707,261
+,3499,9857,9598,5813,9716
+,1657,5249,3008,6112,1033
+,9220,4922,9809,8127,1294
+,8143,4908,6503,1965,9525
+,6518,3776,448,7488,8164
-,2129,3361,1128,1776,6237
+,3638,5268,9938,8328,905
+,980,506,6641,1627,6186
+,5947,8726,7314,129,60
+,3913,5391,6163,8678,9841
+,1487,5005,1175,5254,3544
+,8306,5696,2722,5612,6777
+,8437,7001,6331,885,3026
+,9550,9042,3371,6971,6535
+,9041,7411,4759,3528,8400
+,2368,759,4460,9645,4177
-,4993,1032,5171,9276,3488
+,1693,5485,8559,8101,132
+,3283,2499,4761,7073,7775
+,6931,5306,9505,7858,1158
+,457,7269,4244,4529,6581
+,906,7105,8535,610,7041
+,7008,4221,2983,6113,6764
+,8305,948,3621,8519,7236
+,6189,4541,3860,907,8838
+,4759,6147,1802,8364,5994
+,5739,3287,8802,7498,9115
-,2848,4193,3663,7803,1300
+,3951,6685,7170,6081,9361
+,1280,3357,2055,3235,3441
+,9109,5705,8535,8506,5411
+,6071,6975,5879,6599,881
+,5370,5383,8066,3291,3164
+,8285,7417,9481,8147,4623
+,59,6604,5113,8500,8094
+,5698,3751,8872,4206,4130
+,7564,1111,9334,5429,2990
+,2019,8482,7199,6001,6331
-,6021,8002,7293,6764,2940
+,3651,6730,4312,4272,1729
+,1990,7366,2598,2187,3978
+,2963,1177,3095,5088,1699
+,2418,3795,8887,1050,7873
+,6818,8155,6281,3616,3862
+,9529,1832,4505,1970,5961
+,324,6286,6176,6394,1133
+,904,3273,815,3264,426
+,3905,5555,6596,6252,9824
+,5234,8061,2784,9838,8329
-,4676,3492,4286,3845,6384
+,5856,367,4805,6098,7145
+,6737,3287,8364,1058,6257
+,3498,1637,1794,1225,385
+,9137,7527,1673,4741,2780
+,6356,3011,7470,8198,1319
+,7485,3950,6750,8777,3313
+,2395,312,8984,5402,3629
+,7542,4868,6590,5268,4984
+,6112,5266,5159,2861,4761
+,6783,8374,711,9356,6741
-,9377,771,858,240,3895
+,5053,7425,2617,4004,4153
+,2780,7309,5222,8585,7933
+,3972,3166,713,6618,1341
+,689,9555,7658,1925,8830
+,8397,1365,2398,7906,8055
+,1236,2890,3593,9485,6405
+,4542,9130,6669,3212,973
+,6750,7019,2765,2060,4151
+,4856,7697,2022,4059,1280
+,2501,4291,7100,3590,3433
-,6562,897,8856,9555,9895
+,8095,6167,9932,2972,7653
+,2831,7221,3558,1174,6110
+,1897,5312,1119,1013,1537
+,8794,6665,9665,5633,7742
+,5504,8598,2349,8192,8652
+,7956,631,3024,8824,5131
+,5244,1674,2368,9766,465
+,1773,7592,6069,5269,6413
+,6063,8486,9749,6906,4749
+,6907,6276,552,2384,7739
-,5315,8456,5524,8058,6639
+,2334,7248,1068,6641,8556
+,5369,2506,9805,9409,4765
+,6304,6374,154,9295,3987
+,3500,2636,5970,9368,4460
+,4514,6465,4269,2046,8170
+,1511,4378,807,6238,4093
+,5231,8436,6150,3054,7174
+,4115,5166,4112,9545,2655
+,3422,5509,177,6616,9699
+,1009,5023,3952,2110,557
-,9313,8186,6934,8739,8654
+,9710,2174,8717,8639,7935
+,288,652,7128,3309,9891
+,5209,9267,2853,7514,3398
+,5715,9738,7057,4065,3004
+,2062,3192,4213,6215,6867
+,7777,1970,5418,5569,9381
+,4452,5600,9259,3075,2069
+,5675,6161,8592,8035,9148
+,8206,5829,1950,1519,6962
+,9752,187,3898,3977,4474
-,3377,3660,9660,8785,4182
+,9612,8823,9990,2041,2481
+,3758,5778,2703,7122,2622
+,2483,9571,5101,7150,6912
+,2950,1207,2191,1313,7497
+,3787,9083,8953,5587,9623
+,1475,6880,184,8833,6761
+,2534,356,5732,6303,7382
+,5784,9087,4840,5708,8985
+,8838,299,8236,605,1359
+,335,5637,2877,2239,8182
-,9688,1301,1483,9546,1935
+,1700,6343,4555,7318,1354
+,1426,7859,357,8096,6184
+,5159,9672,800,4415,4263
+,7942,1183,9653,4897,5267
+,6383,3375,7314,3425,834
+,2923,841,1791,6199,2768
+,1263,5984,2080,9891,261
+,4367,1355,3537,190,7539
+,6889,3776,1190,4292,3273
+,3154,4380,2600,5615,9328
-,1106,1007,1314,167,8027
+,9980,9318,8722,9142,9038
+,9489,5303,9823,2308,2263
+,1570,5986,6990,7524,782
+,9664,8091,6704,7532,1532
+,9570,3773,5258,3068,752
+,2468,4998,5531,1977,2883
+,1187,446,9200,2548,2060
+,3584,8699,1481,3457,3713
+,2583,5548,3672,6457,6291
+,4887,7610,7848,4453,970
-,6069,1044,6847,8679,4743
+,3161,1521,6057,3859,4415
+,3636,8881,1967,8669,5150
+,3783,1481,8507,6874,9915
+,5147,5682,4894,6932,8710
+,4577,9833,4310,5042,8619
+,932,4355,1046,3085,2782
+,8214,9151,7387,8546,585
+,6111,5033,7254,4465,4678
+,9146,7103,4183,4536,6085
+,9711,8859,537,2702,7937
-,8339,4400,500,1514,9875
+,3092,5810,5458,5033,5938
+,1471,4907,8062,5443,4084
+,4079,8310,278,3297,5120
+,3872,2137,124,8481,1310
+,8141,8387,4689,5876,2056
+,3202,1680,3,4822,4624
+,1208,1072,5159,1378,376
+,2764,6173,3273,6257,4077
+,9945,664,4208,1197,7943
+,923,837,9035,63,2319
-,6954,5177,8999,8391,2433
+,6828,1340,4332,5429,4917
+,9256,5359,3762,9726,5511
+,9118,372,172,6069,4537
+,9442,2949,3724,8795,1823
+,8084,7604,6313,9263,3573
+,349,624,5469,789,5752
+,4905,227,5990,5185,5965
+,8839,9851,824,5383,8155
+,8461,2980,5504,8411,4719
+,3133,9622,9311,5251,5542
-,1162,6115,9521,5751,6551
+,6421,6706,3617,5365,5595
+,4007,6540,3146,5944,51
+,3851,8426,8582,9893,9405
+,8209,6251,2049,6013,5879
+,8039,6592,9863,2640,4697
+,1796,1726,2065,4089,4809
+,7013,3606,8002,7388,7843
+,9639,3157,2786,4536,3310
+,649,8935,4450,547,5491
+,4013,7131,847,1883,338
-,4671,3426,7985,9290,2806
+,4176,484,2333,9040,2192
+,6992,2666,3904,6845,6081
+,8251,9741,6729,8607,3206
+,5840,6792,4447,8097,4359
+,3303,3259,9842,1863,8512
+,7845,3960,9701,5449,7338
+,5901,9670,8100,1070,7689
+,2379,3356,9650,7143,1786
+,3114,3516,3946,4079,4490
+,8359,7100,6113,6027,2962
-,2362,4165,1030,2356,1363
+,6264,2700,1628,1846,8255
+,9856,1589,8428,4231,1842
+,6752,9579,6891,86,7698
+,9608,6390,1646,9449,6881
+,6812,7296,5207,5810,4558
+,3181,7858,2785,4593,4976
+,380,7221,8991,1731,4109
+,5144,5017,8874,2241,7362
+,191,3677,8374,5253,6715
+,3920,7746,7462,1478,7789
-,1502,358,5546,146,2895
+,5431,6186,4181,3303,4205
+,3988,9064,176,4211,9604
+,7414,3934,8586,2831,4409
+,1198,5789,5580,2398,7340
+,7005,3495,1606,6966,2431
+,3653,2730,8784,8717,4007
+,518,4389,3708,4501,1609
+,7925,8734,2833,2001,649
+,4504,2219,7142,6032,5554
+,2998,5372,3523,9420,4648
-,798,489,3968,3319,2633
+,9440,9709,875,4623,4054
+,3022,7246,1248,6646,5429
+,4296,7161,7756,5772,1538
+,2263,6658,646,4126,1206
+,6195,1809,9867,3080,3981
+,3057,5924,5000,7,6343
+,1505,8782,4327,7674,6720
+,5476,3912,488,7671,8469
+,7904,2436,6144,9096,4906
+,5002,5558,8613,4107,4770
-,3154,4380,2600,5615,9328
+,5801,8756,3077,7210,2995
+,668,5335,9662,9892,1773
+,6804,4801,8294,6454,5011
+,6666,3657,1107,9211,191
+,8783,7607,3133,4061,3640
+,2713,915,7039,566,8297
+,4842,9629,4017,7999,8196
+,9221,3862,7478,8118,9627
+,7191,339,3281,1525,1489
+,3502,9541,9173,8479,6653
-,4036,4241,9255,2457,2199
+,8514,6285,1020,8262,8896
+,9243,4198,7067,1423,3477
+,6158,3797,6906,6197,4456
+,1074,5500,1820,6280,7390
+,1547,6226,2582,4209,1715
+,8582,4481,1336,445,284
+,8085,7092,8149,7438,2925
+,7959,1573,1730,8995,4781
+,8263,6630,4219,1913,2560
+,2183,5210,8683,3867,7622
-,302,2730,2508,1876,320
+,8792,7657,2180,2741,4402
+,2271,1865,2513,3719,6512
+,5087,6328,5190,5209,1127
+,5512,5683,3515,7797,507
+,4541,7452,4618,8462,7569
+,3629,8144,5688,7014,1694
+,6181,2492,3796,1735,4540
+,3442,8614,3727,8353,2168
+,319,3797,6173,7796,1478
+,3616,767,9478,5850,9618
-,8662,8940,1730,4559,2176
+,372,5234,6892,6489,9289
+,961,2291,1994,3127,1819
+,4710,477,9832,9151,5313
+,7923,7639,7867,6838,2341
+,5163,1841,4459,1973,877
+,7415,1796,3095,9977,1083
+,5951,8200,4436,9164,9594
+,7472,681,2682,1101,9847
+,735,3616,807,9327,877
+,5318,7411,3936,4217,6247
-,8004,3209,8412,4204,4126
+,1876,6608,7070,6343,4225
+,9497,1698,875,4795,1347
+,3230,5653,5119,8092,8121
+,2399,1842,3251,2276,4237
+,5246,3381,8946,2664,6705
+,2227,7587,4968,4808,2622
+,419,5249,4131,1935,4237
+,3487,9579,1788,270,6664
+,370,6856,3770,67,3159
+,1658,3352,1155,9684,8594
-,1039,4541,396,2490,6489
+,1670,749,8330,3668,4170
+,3860,1184,9876,7255,7566
+,7154,2663,1514,2710,6355
+,5570,813,789,3864,3251
+,6599,9201,6254,1569,4981
+,6643,7852,8369,7802,9422
+,3737,7819,8691,5173,6210
+,9620,9369,3602,3700,7178
+,5177,186,4338,6052,3101
+,5307,713,6868,1156,3278
-,2057,4795,7745,9608,5180
+,3062,8196,1116,3005,9052
+,5497,8577,5333,4909,6548
+,471,5070,9599,2751,7680
+,2344,3267,2224,7441,3630
+,4616,4535,1883,7105,5076
+,9785,8151,9995,1678,4323
+,6392,258,7282,2036,9741
+,7807,7024,5007,5124,5652
+,6271,2802,8828,1030,9617
+,3800,881,1165,7107,8812
-,2462,765,2335,8600,5210
+,326,71,7915,4715,7757
+,4719,6479,5647,6741,1246
+,1841,2252,1759,4952,6387
+,1040,8604,9224,2354,6477
+,540,8331,8279,9254,3386
+,5766,7027,7217,9864,4617
+,3587,3810,6899,7159,4226
+,7383,6189,1237,9920,9399
+,7220,4351,5955,4274,9709
+,9625,6049,8071,5246,2507
-,231,8812,4460,471,6892
+,1553,3064,621,3246,3029
+,5824,4211,9078,8768,9661
+,2817,7947,3998,2091,7119
+,7108,3498,6747,582,489
+,1257,9603,2999,4631,9830
+,2043,2481,1674,6967,3944
+,4391,9894,3689,8736,3959
+,2550,4687,1856,9916,4878
+,7629,1704,5147,8164,5350
+,1336,3684,842,2946,9970
-,3374,6812,1657,9170,9703
+,2553,1437,6531,976,1596
+,8499,5534,1730,5880,4715
+,2103,7612,3822,3973,191
+,1468,5242,4363,20,6508
+,5658,4869,8282,9319,627
+,1539,484,1690,5419,8252
+,9371,6176,3582,4009,2440
+,8680,7545,290,5243,37
+,442,396,7657,3053,7834
+,4527,6316,7243,7165,2210
-,283,9165,1898,8832,4488
+,972,1754,2181,7478,1788
+,6950,8942,7419,1523,8993
+,4779,9552,1979,382,659
+,1874,5252,9386,3168,5825
+,8801,7926,1104,5027,3375
+,4568,8635,6167,1261,3699
+,4482,6375,9428,9311,7337
+,9991,7125,7391,5646,2278
+,3719,7105,9116,7544,5609
+,1753,9687,3460,3481,3863
-,4072,1908,5034,428,2687
+,1503,2439,9381,5528,1103
+,35,8414,9859,9190,7184
+,4535,8941,8807,4554,5557
+,8585,2102,4745,4804,7092
+,5543,6091,5737,3174,5387
+,8372,5109,528,2094,9281
+,6864,3970,4227,4045,5561
+,3621,8016,8230,8279,1424
+,4643,1868,7513,8269,7944
+,2365,2183,6184,3126,4483
-,7139,8922,4252,1738,9178
+,3424,4962,9566,8109,6244
+,529,7354,5403,5391,1753
+,8817,8957,8670,5418,9539
+,8426,860,3833,3842,222
+,6851,3114,8144,2477,8233
+,1,4901,7284,8739,3118
+,2475,1432,7345,4265,1942
+,7780,6839,3187,8939,3244
+,8439,2700,9195,9091,6177
+,2776,7252,4584,9849,7784
-,7619,3205,6446,466,4560
+,6768,2118,9220,3926,6313
+,25,6279,9478,8652,2966
+,512,7000,9064,2845,7742
+,1234,3146,8713,926,1920
+,5393,5580,6283,9843,2291
+,2966,1297,4828,5502,652
+,3460,251,7786,9945,8193
+,6734,7460,1006,7387,2438
+,4499,4106,5375,3133,1438
+,9292,1145,5199,926,5278
-,3757,6394,3426,7713,8227
+,850,3601,8058,2905,974
+,98,7035,9272,2755,1691
+,5324,5140,8858,881,3542
+,6633,8151,5349,1825,9069
+,2245,9491,1202,5200,7828
+,843,9591,8655,1964,6220
+,6432,2133,4374,7761,5220
+,8690,8487,2984,982,9120
+,9778,9208,102,8754,4201
+,5831,6721,8723,877,8568
-,1876,6608,7070,6343,4225
+,7869,2537,3286,3623,7299
+,4190,6082,1157,9824,8698
+,8389,9053,8,3867,4729
+,9704,8114,3753,8849,1334
+,8262,8857,6726,6537,6521
+,7534,7179,5803,2341,9790
+,3064,6887,3410,1153,8676
+,8180,661,9796,5946,487
+,3726,9275,7011,2097,9718
+,4224,5235,7668,7765,6350
-,2260,9676,6959,3974,2971
+,5597,671,7420,1379,5700
+,467,8406,6686,5,1558
+,7670,5374,979,7288,9268
+,9295,5597,4922,3440,444
+,4164,3476,2370,8741,3602
+,914,1463,5199,8561,1882
+,2632,6230,6963,4106,7546
+,7208,5793,9561,3725,7828
+,1439,4681,1991,5255,2000
+,1082,3132,4070,3813,1156
-,7552,4267,7899,5646,2775
+,5977,7958,3233,8992,3228
+,1486,7628,5233,6327,1158
+,1275,141,9604,662,504
+,5236,3966,1544,9738,8814
+,3769,4214,2810,4914,6910
+,9637,3276,8290,2401,1901
+,4250,9230,9129,7213,3621
+,8545,5275,9532,1497,9150
+,4608,2861,9903,7694,9618
+,9654,3875,6009,8207,4522
-,950,1220,2070,8596,9071
+,6027,5797,4970,1761,5379
+,6023,6475,6536,9239,4961
+,1902,1989,9565,4204,9531
+,6381,6589,3128,701,9317
+,6537,1821,4863,2400,3643
+,9971,2546,2726,9180,6514
+,2697,4114,9453,765,9010
+,6433,4978,7936,2803,3412
+,3631,1372,3491,2594,2584
+,4861,7541,4517,7108,1558
-,6183,3391,3017,7157,8351
+,6603,2380,4124,9044,6970
+,2195,3548,8350,7774,3669
+,5148,7603,9855,3226,5449
+,1013,1159,2586,8428,3729
+,1914,4384,2190,6976,8984
+,5149,5459,7442,5246,1394
+,9175,1949,8954,416,2440
+,3645,2193,243,7791,4278
+,8506,7672,4932,6925,4133
+,8858,2942,4021,6290,7901
-,9215,9556,308,6167,3472
+,4683,2225,8235,1551,2327
+,7162,4169,9830,2088,9197
+,3662,19,2696,2738,8926
+,9144,8287,8579,3324,4097
+,8188,9386,8956,5168,3926
+,6686,2519,9092,6492,9043
+,3590,3263,3969,3019,484
+,3525,2265,6167,9677,5070
+,8450,4958,4995,4868,607
+,1956,7172,6095,7695,3679
-,6253,6625,6295,3592,1800
+,5462,9349,6216,1818,8174
+,6229,3601,1505,7742,284
+,1879,1827,7647,3306,1479
+,9099,4189,1624,392,7046
+,6610,1464,4139,5441,809
+,3310,1088,1682,3108,486
+,7947,3247,7914,8258,8733
+,7229,3655,7952,5119,7298
+,5601,2411,4102,2253,3374
+,9632,8338,7182,1274,905
-,9668,6700,2564,9785,1010
+,7712,525,3874,8927,3469
+,4686,3290,48,3362,5199
+,2609,1995,4652,2578,7615
+,8280,7672,2192,3935,3399
+,1642,9672,4470,6151,5739
+,4124,4631,7541,7103,1306
+,8923,5703,193,9232,1161
+,2488,3,4943,2801,4594
+,4087,1362,1833,606,4440
+,8334,6706,5004,2063,5896
-,8935,4816,1890,4905,6739
