OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20
+,3065,9809,2852,3772,5860,2053,6863,8402,6570,437,9150,769,2923,5584,6988,8030,5798,7716,1469,4197
+,4395,4241,3350,3660,4536,657,7093,2707,9282,3715,5956,3392,2355,1648,6346,5832,5048,4157,3315,9933
+,3083,853,6598,4241,6642,3608,3529,3028,9648,6519,4553,2275,8745,1242,6281,3625,4790,3240,7610,6232
+,7355,1260,9783,3176,6330,4415,1903,3289,2990,8184,6325,76,5924,6337,1552,7715,5269,4979,8987,2999
+,2484,6257,8233,2476,6883,5527,691,1106,7870,4515,4172,1015,7168,131,11,1491,5803,7201,9391,1707
+,4580,8292,5539,787,1263,3072,8730,3679,7404,8247,4175,6485,4314,2578,6938,5748,4655,8794,9565,4540
-,4350,2493,9912,3892,1006,5569,2667,9945,9806,6813,6983,3017,1528,8891,591,9453,2387,1564,977,7507
+,7244,1436,655,3969,4984,6662,4550,5662,9867,2348,9226,5217,4763,1881,4299,1613,6297,3652,5432,6996
+,2371,298,8835,2714,1,3808,6605,1895,2787,1653,3636,4188,6156,8609,6464,7179,4273,7734,6838,3098
+,9114,2685,5797,4944,9631,1281,106,189,9675,5669,7019,725,3669,8349,805,5364,5222,1596,6782,9940
+,9403,3322,2682,6165,3705,5005,2718,6768,8015,7913,415,8854,8277,2948,1216,6170,8896,9943,8073,1189
+,4021,4665,2577,5661,8000,7445,9629,2105,1103,9005,8650,7409,8053,8449,7539,6083,4129,7609,722,3192
+,43,1956,8293,8073,3865,9153,9982,4419,997,5554,2749,3898,6068,7444,4421,5171,8040,7805,431,9586
+,7718,9074,8073,3635,1706,8313,9385,8552,8142,9382,2555,3220,1169,8826,2803,3510,3171,5601,1853,1998
+,220,5529,4760,246,4077,7920,4582,2686,5889,7529,3942,3116,51,8172,4973,4642,5207,6334,8215,1075
+,7071,6668,2445,7719,441,6930,1431,8106,3227,3688,4342,2270,7041,8262,9546,8350,9019,5239,5941,2342
+,5604,5467,1346,9503,4786,3180,5977,6257,9791,4559,2897,7489,365,6681,5451,1217,9327,4347,2800,6017
-,5822,5101,5760,9333,6145,9180,9780,7893,5628,9540,3590,4839,4748,7670,8466,2041,6130,7695,9988,8680
+,2452,8478,4774,5084,4181,9877,8570,1122,6812,5744,8271,1694,6543,3048,3112,6409,1025,8309,1778,9150
+,2538,4473,8765,6275,3121,560,2641,121,9768,1132,151,132,1051,8657,7533,8132,1158,2778,5617,1208
+,4005,1609,1663,7605,7555,1194,9056,2446,3733,61,3168,481,2253,3490,8869,5869,7886,2490,7190,6619
+,2752,8906,9366,2141,3798,5115,2109,760,4033,2633,2765,8004,896,8510,590,2122,4532,1520,7881,2572
+,4038,4026,9530,8541,8062,457,9308,7838,6024,7134,383,4843,1190,2484,5770,2471,5493,3023,2257,9162
+,6997,8336,3244,9181,3610,508,3706,5056,7766,1535,9820,4531,320,6326,2406,9569,811,2672,5831,3257
+,9556,7671,8611,6854,607,4725,8021,8118,6156,864,9358,3522,3563,7197,7290,3505,7647,2609,8714,4462
+,8051,6803,6114,467,3552,4236,9409,9069,9507,1323,7861,4859,8872,435,9090,8730,4543,1299,6513,4470
+,2587,1339,5237,5139,9045,7323,93,7206,4820,5632,7563,8027,5873,318,6275,7383,9126,2133,6000,8894
+,6811,1836,1353,1235,8240,4028,1609,1074,1040,1602,120,7542,6625,2934,546,7728,4077,6649,1665,8399
-,6345,5269,733,7347,5976,7829,3736,7809,8698,3382,5267,9447,1913,4237,4631,6697,4467,6805,9475,6494
+,2618,2732,2869,9970,6374,5533,7103,3073,2232,6843,2380,282,9003,4184,1712,7786,1096,8434,6,8836
+,8485,257,9969,6041,5450,616,1159,4197,9139,1332,962,6981,8138,1607,8637,2953,4850,1075,2003,9638
+,6539,5066,3942,3862,7595,9913,1622,1643,4078,209,2274,4425,2934,8900,3503,6216,6781,9522,2804,5569
+,681,4056,727,6283,1120,8655,6522,4852,8102,6369,3610,9395,9523,2546,2935,8150,8306,6149,6553,569
+,8024,7042,5759,8535,4821,8278,4324,7448,4410,2237,9737,6956,8455,882,6517,4335,4849,5036,3280,3799
+,3319,8548,9929,7196,3041,4408,7482,5574,6256,479,2799,2790,7636,7788,7213,6101,3355,8504,191,9703
+,9330,5000,49,3115,2631,5044,2724,296,1330,9909,1011,7362,5346,5244,8836,7341,5557,3128,421,216
+,7484,8907,8023,5853,1766,8329,2881,1992,1045,1105,5918,5218,6773,4001,5221,4113,4033,2450,4073,6933
+,2456,3630,9334,4592,4264,2334,5116,4126,9586,1662,5829,1066,4405,5862,3986,7178,9201,6168,1350,8759
+,2438,6849,3084,9902,1370,3289,9090,6578,5189,3949,6596,9588,3340,2934,4412,8536,7923,5824,8653,1578
-,8145,7716,2933,7090,6485,8787,643,4558,2537,6810,3655,4127,6442,6776,5896,2485,9763,2455,2409,2772
+,3531,3985,8846,5779,4730,4968,3515,7187,5440,3329,4197,3153,796,121,8558,4796,7152,7220,3367,7900
+,1029,1622,9987,9624,6572,1919,336,2410,8667,649,692,8715,8805,1318,9863,1536,702,3557,163,2931
+,665,332,3282,867,2938,2085,5965,7635,4033,859,707,1991,8927,2312,796,1723,1125,9454,9964,6845
+,5856,8339,2949,5266,1516,2447,4094,3434,1653,1113,8424,7692,1318,793,272,7058,5488,6951,7471,8153
+,8297,6812,5281,6277,2647,5357,9121,3519,7839,4360,8957,2462,3336,3582,6348,3227,109,1237,8281,8097
+,5226,2338,8763,6187,9874,7871,4617,5038,2862,660,2467,6420,9668,1590,9841,3971,6873,422,6107,9700
+,5284,362,8940,1277,9411,8673,6794,982,6672,5339,1150,7697,4248,8442,1185,6551,9104,6996,3513,2015
+,6641,7695,7998,8226,7685,4583,1009,2387,4106,3543,1766,8385,8545,895,4573,1664,6228,4982,4816,9801
+,8931,4251,6752,8685,321,6951,9509,4314,3694,7831,7577,6539,6017,7610,6860,5697,4107,1802,970,5894
+,9,9612,3688,7681,6512,9553,1378,4780,5817,7651,5431,6056,8552,1336,477,3405,7624,1431,971,622
-,523,8771,6414,2051,3716,3018,9587,3442,5317,6400,3678,2978,4334,4393,5115,9963,4147,818,8394,5804
+,8827,9663,7306,6780,2288,9650,8582,7996,6790,9101,2484,101,990,1055,1148,7436,3474,390,7382,5676
+,3810,909,6815,3544,9185,4192,8697,1375,9945,808,7552,6501,6888,8457,3626,7866,6409,1357,4472,4543
+,5248,1533,3626,341,1614,4780,8850,73,5746,6586,8823,560,4641,2280,4541,6007,9848,4074,4393,5595
+,6567,3033,5521,6525,8384,8488,8719,4634,3022,1275,8930,1151,5689,5160,5273,7952,2960,7117,9595,2817
+,8962,8120,2560,4541,7822,57,991,602,3698,297,6147,54,7908,5093,3868,7622,4276,7180,5781,2280
+,8880,2354,7172,6797,3408,2270,7116,9755,4340,6358,6856,2790,1222,3398,1573,5900,1220,8561,455,7649
+,9172,1269,2429,9381,8709,8098,6845,2501,2247,1392,6142,2879,2931,1994,4791,1651,6173,691,5652,8637
+,3235,3519,7423,696,7123,7110,4954,3658,9694,9314,1610,3737,9589,3035,2664,4098,5631,6262,7013,5765
+,6753,6678,7152,9854,1934,3028,7981,613,2231,6124,2692,5289,1641,9714,473,9827,522,8183,1804,7479
+,51,973,4785,5667,570,5577,39,4564,3363,253,5447,5825,9109,1761,9728,6765,2641,5494,2704,3903
-,8949,5023,2340,1533,3015,5073,9514,6434,8691,4956,9573,3436,3422,9201,8932,5280,6331,6935,4605,4155
+,4189,4356,5699,4107,8111,110,6703,8757,5458,3507,4860,9398,6923,8522,158,4155,3219,8782,5716,1102
+,7195,1981,6455,8056,3834,1077,4733,5112,3104,9705,9071,3382,1899,108,964,376,1356,7310,1226,8129
+,1679,931,9069,6210,4573,5650,4526,912,576,6853,9144,6785,7076,9047,5824,7017,5982,6244,2227,4834
+,9213,5032,4912,3100,8001,1534,9594,2952,6619,333,7842,2590,5494,8880,3723,6503,411,2444,1554,5394
+,9732,9062,9427,1441,1702,3992,6294,5231,9837,5523,8847,7482,4836,119,1814,9622,6754,119,2110,1150
+,1069,432,1152,7175,4337,9777,9234,1416,5188,8016,475,1179,4474,3997,5138,6332,66,7110,2285,4389
+,7085,6522,2441,2377,5695,8249,4843,5808,6820,5118,7631,4441,7548,6828,9925,6471,7747,2206,4218,471
+,1603,1399,4466,261,4370,5216,4242,1896,1679,7650,9329,5009,9642,8500,2331,2388,9309,8551,4476,1296
+,6590,440,6918,5604,185,4699,1897,1198,9971,5191,8681,7626,6246,2215,365,6592,8943,3025,6661,3757
+,2721,936,7657,7797,455,2768,4533,6890,2413,4872,2802,263,3432,310,1967,3377,6389,5471,7271,1878
-,7662,6981,8895,4610,1074,4344,6646,8258,8717,3489,1720,8104,269,604,4064,9868,3922,7422,9154,3385
+,56,3810,9986,6342,4726,3781,4136,4232,5289,1536,181,6722,6156,4191,3,2821,8564,3176,7412,8866
+,8924,2487,9521,5893,80,5626,7714,1895,6304,2889,472,6347,5567,7473,6288,6534,6567,9304,5002,1438
+,9772,6847,3817,1737,1293,8047,8945,4177,9558,5989,6920,9036,3578,3625,9021,9669,2787,9758,7138,5812
+,8554,2870,826,569,419,7581,5639,3729,5395,5047,2797,8762,3952,594,1660,8100,3188,3909,9299,7230
+,6043,7956,3028,9883,4737,4160,9793,1562,6580,9783,4588,2880,8295,8453,2916,1841,225,7874,7151,3473
+,3612,9871,3458,551,6044,813,8047,7710,8088,3745,2646,2926,6759,5435,7234,1753,7266,297,2528,8118
+,4619,4840,7957,1660,5162,3903,9712,2273,6418,4558,8752,5073,9845,9132,3456,7895,8653,1742,4402,3973
+,22,6271,5773,5848,1763,3728,4428,5775,8032,7065,9505,1831,5847,1671,4186,7183,6795,8380,5738,7228
+,4003,2226,9896,5505,5518,2526,8699,7305,7383,4370,2469,5073,5923,9820,8281,1145,2681,7686,537,6527
+,1912,3947,6512,3605,8648,9547,752,8236,2094,5184,3032,9863,7703,2302,3270,5677,7508,301,8960,978
-,5788,8966,5834,689,3066,7391,7421,8911,1543,2616,8892,3848,7891,784,6470,4708,8567,7315,3468,6607
+,8822,2808,2069,4017,5804,9939,3258,1059,2897,6435,6344,4392,326,457,8527,7445,8462,5402,3593,4279
+,6405,4465,6700,5357,9727,4881,1123,2044,9268,7024,3542,6148,5015,9245,6899,9194,2783,893,3176,4228
+,5068,5128,428,4449,8014,1152,7995,574,9042,6168,3660,8172,7210,6629,1732,6257,8853,5277,2123,8927
+,2436,4595,4028,8915,6418,9320,8626,8446,1512,1406,7847,5684,2405,1904,2286,1192,512,1952,7711,3247
+,585,3947,3934,3970,8183,5176,7994,2950,3445,9168,3017,5395,6448,9864,8477,5772,5132,2746,7667,470
+,1905,1813,80,1590,8100,7739,1389,4130,8531,1152,7578,9202,1073,2814,2658,1506,6922,85,7429,5557
+,6302,2661,8122,4335,9126,4027,3303,5939,2850,8857,4315,59,8992,8073,8481,8416,3660,7456,3521,2073
+,40,6973,7643,1615,4129,1716,8402,9998,8470,8226,2206,6588,5350,49,3523,8425,2048,4805,859,5140
+,8243,3171,4055,5964,8141,9571,8688,4985,637,9606,4454,9197,7614,7318,417,4492,1764,4854,8173,1194
+,4227,4336,9111,6173,6724,5474,8702,9584,9281,1062,8037,2599,6911,4582,7822,3872,6368,8713,1482,2140
-,3449,8232,9443,5883,1250,9754,1255,9183,1013,2431,1167,7108,1119,7552,876,6787,6012,5945,3740,4425
+,6480,1266,3566,1502,4134,5360,4246,8971,1269,7410,6408,1178,31,7409,620,1298,9998,5978,8082,9559
+,6839,8320,3565,1730,3801,5634,7706,4938,1582,914,1208,5260,627,8662,7733,9691,8527,4645,4846,6557
+,4245,4137,4117,7628,998,985,1758,2164,6556,7221,8755,6005,103,7655,8212,4177,7167,4337,5116,6475
+,7596,9622,1715,9967,5352,4967,4766,6588,9861,1440,3752,9437,9231,3461,4270,6168,2295,5983,5358,5573
+,2720,481,2108,2518,2927,6929,9340,1345,9606,7820,91,9412,4288,3150,9858,2811,7192,5153,5075,8563
+,601,5797,5756,2867,845,3058,8363,9877,1357,1401,3402,5507,6224,7075,2750,3997,7239,4717,5398,7941
+,5888,3895,7858,2020,1743,9573,3678,1687,1376,7295,3581,1394,7928,3299,4532,4561,7420,1936,2394,4735
+,4516,5393,4345,9869,6082,2063,6388,6001,2322,7568,34,6232,2597,3647,3468,7076,3885,978,5789,5968
+,7321,9556,9234,9411,4672,7847,6232,4211,7714,3867,7951,7958,3310,5557,3502,8281,5584,2861,2791,4931
+,9599,2966,1931,782,1157,1645,1271,7336,4812,9583,8347,5533,872,4332,6989,1538,9233,2728,1246,5080
-,1397,546,7677,8045,824,9332,2520,7715,3365,1819,2704,9338,7346,4599,7713,5834,8916,3352,5060,1290
+,189,5633,3177,6446,5968,2888,1759,9475,7175,8300,1353,3341,9421,6127,3391,9550,9931,5224,8362,6996
+,9588,5435,262,9375,8908,6833,5797,7371,372,5423,4598,583,28,8352,3507,6799,9369,3369,5074,9445
+,1353,5428,3607,5523,3313,3724,711,2636,3165,8632,1090,3729,710,5996,7618,7615,3788,9654,5713,3041
+,6266,2080,6018,84,6131,7884,8235,6652,952,2931,2059,5393,5114,7552,3662,3103,6345,8299,82,6418
+,302,8665,1886,9561,6879,3343,5143,4215,2618,9579,8556,8378,6113,6848,6262,4374,712,1632,4332,4643
+,4285,4841,688,3403,7056,3980,3873,7574,4329,6838,8473,5633,4458,1696,2763,9884,2471,5653,4582,8896
+,2756,335,8967,1869,6837,7653,7344,2999,6707,9625,6178,713,5827,7202,4457,3100,346,2556,174,9821
+,9790,4944,2902,3033,1272,1556,6408,8711,3490,7711,9540,6677,9422,1057,8386,965,7694,2087,2492,5344
+,4296,1001,2989,2418,3623,470,3778,2712,2235,5917,943,9433,3708,7007,7295,137,2768,3432,4504,7769
+,7563,5477,7566,692,8706,5794,1723,6807,2232,7528,8221,3842,9616,6446,5285,9332,496,9125,4852,4829
-,3638,2394,6559,2829,5183,8152,3135,7298,1839,5694,6159,8557,1820,145,9448,4811,8248,8368,1144,7134
+,2165,4445,3665,132,7608,3539,712,8211,7596,2688,7663,8585,1056,3872,4490,947,5605,2558,813,1870
+,1756,7244,367,8741,5823,5361,6391,1004,5758,4270,3636,7883,8530,7402,7663,6252,7418,8474,9071,262
+,6165,8921,6300,7853,3423,9760,8055,5049,1210,4840,3221,5558,4364,857,1975,5629,9852,1018,6117,9400
+,6699,5875,3892,327,9040,3690,2155,6682,9678,7504,8433,1958,3648,1373,9974,2273,5415,3856,6493,6770
+,8710,9148,1362,2155,2011,110,3405,7757,9526,8903,1049,6716,11,2229,9088,5426,9773,7670,9029,4400
+,2138,1782,3793,7511,5017,2898,5686,7506,9062,9371,5804,8023,455,9638,7590,1399,461,7904,4872,9521
+,9432,9836,8301,5851,9557,8229,1456,832,2366,5902,296,601,3009,4192,5113,1995,3729,6463,2866,6945
+,3716,7177,184,98,9554,3984,787,6539,6627,726,133,3474,5028,4321,3828,6793,5423,2558,2489,1134
+,4968,2099,3180,5365,285,6512,9673,8417,1552,5821,4457,593,6193,2830,869,5667,8476,4957,4111,3059
+,1245,6007,550,5211,7644,4979,179,2787,3038,5094,5170,6101,3713,4907,3461,8821,4153,2080,9145,9763
-,7139,567,5539,7922,4450,5941,8158,730,4664,3316,7258,8853,5658,7356,2887,2928,4136,8224,1707,2366
+,8402,6417,1578,4015,5361,2565,2699,266,3499,342,8423,9101,9779,2617,6230,1114,8734,8162,9012,7645
+,1711,1734,2430,6058,8423,7123,276,6239,8760,4297,9195,1156,4565,452,1621,7784,2719,4820,4970,4563
+,1325,3923,5060,3654,2229,4794,968,1960,1866,578,6447,9404,5527,9007,4108,6034,1796,6159,1021,7500
+,8230,5383,2500,9238,1439,1236,2568,2025,1933,7260,3990,2836,4972,6678,6324,9406,8042,391,1905,9723
+,7497,2727,5223,9011,6927,3355,609,2231,1666,7047,2807,3957,2543,8414,624,6222,8808,2463,1387,2805
+,8831,2240,9292,3371,1552,4776,3195,9423,8956,2758,3751,8933,1198,568,3003,3833,4449,857,2974,8334
+,7498,7893,8730,3530,4080,3964,6972,3069,9753,8803,6334,736,4213,8177,6487,5489,1245,7387,3148,6817
+,7414,6735,6312,5012,1490,8145,3542,3776,4941,5380,6453,1295,5110,9391,4668,2972,55,883,2552,8363
+,1616,9190,9545,5668,4970,6722,5754,4345,8536,1669,7185,8807,2493,9839,1791,2750,3320,7390,6464,2235
+,4200,6239,6600,2176,9085,4604,5333,6274,3186,4912,9053,1599,7465,731,1378,2519,4221,2713,452,3635
-,4910,8095,4297,605,6879,5681,7511,263,6048,895,6550,5161,7029,6913,2575,1089,9660,5050,1628,9757
+,8538,7992,4712,6631,1436,5994,1145,535,2049,677,95,3932,5733,737,4592,4423,3513,4711,8437,8439
+,3675,8040,2913,7235,6760,5047,2343,9057,1671,3121,1452,7962,3842,7961,3605,1477,9589,3233,6551,8750
+,7845,517,7417,3704,164,6766,3908,8413,7602,2568,3285,3300,9479,656,5369,8034,1276,8410,257,5658
+,4998,7533,5045,9777,4436,4854,9234,8256,4942,2815,7402,6624,7632,3916,3801,8175,1424,7017,5533,5127
+,859,7883,8324,1709,3172,3023,1231,2898,3238,7971,5525,9571,6039,1161,5764,5836,5095,4661,1922,249
+,4311,3903,8593,2059,7858,8864,9601,8037,9804,846,3428,196,8336,2950,8520,5132,5350,2311,7538,4597
+,4048,2747,6826,1738,8505,6968,195,2452,6174,2197,1081,5557,1480,748,4846,1111,4024,3073,3413,9655
+,6879,7979,6867,6010,2131,428,477,6839,2650,3724,4434,7229,7797,3682,6580,5273,1164,6922,6757,5501
+,7160,4003,4781,8550,3556,5604,494,3950,6537,8676,8707,8950,8514,1924,3124,2778,33,1873,8434,4291
+,1566,9163,5590,9339,297,1899,944,6338,8754,7997,5661,1269,8568,1777,4450,3565,1129,8526,1196,7474
-,884,9660,2070,2765,4461,1051,8773,2819,4104,8455,4263,8988,3307,5521,9692,6163,1218,7890,3242,2612
+,8635,5799,4781,2234,4108,9826,250,1993,9683,1593,990,5141,4928,6529,8353,5277,2963,5672,6283,9465
+,3938,5895,9777,3227,7617,749,9210,3177,4398,1537,8884,2170,7933,5228,5769,9144,9566,6523,2357,8580
+,7099,4726,630,2868,1117,4631,550,8526,2954,2421,481,2334,6667,9158,8342,3498,2701,3642,820,2600
+,2853,1499,7781,6764,3583,6808,1683,1304,323,2452,7982,1876,1458,7067,2279,8013,6677,5414,7271,7014
+,3403,7015,4422,4405,5530,6575,9740,6017,603,5480,2698,6440,5441,4213,9858,7209,5802,3133,6173,4862
+,1838,9903,7845,6638,758,8832,3852,155,6379,1890,358,1254,3447,1362,6976,5805,6373,8436,8070,5359
+,9282,1400,4000,6032,8815,5655,9284,4379,5689,7271,9576,8252,8725,1789,9676,7417,4657,1954,7697,9719
+,8947,8554,4597,2974,6802,2394,2401,1521,920,4182,4908,7408,2259,9159,410,6944,9316,4306,5039,4083
+,3912,4780,8784,2213,3187,3446,4294,7766,7639,4331,9338,2065,3135,8787,3587,9789,1973,6113,2273,5420
+,6358,2436,2710,2591,9655,2183,4642,7815,3410,7871,7678,50,9898,55,994,1414,6781,9803,6423,5933
-,3561,342,6008,1001,6760,2776,3226,994,2959,6981,4799,574,7859,9730,787,3897,627,5313,5437,4264
+,2599,6499,2237,2577,8821,1979,9185,1307,1256,5242,2555,779,2953,2141,3043,9261,6105,8659,6073,2433
+,1764,3359,3975,1179,7828,122,6701,6861,2611,6939,8164,329,8901,8533,7390,7114,7043,7515,4342,9585
+,2151,8772,8478,3352,7218,4804,6406,5157,1104,7081,593,4818,1047,4182,4947,9383,196,5546,8509,2008
+,4904,5796,2791,7670,3845,8216,1545,7326,4209,7889,2281,5255,2017,3503,1539,5313,9404,9516,5215,4250
+,1143,6578,6622,259,2729,7382,1481,9651,1984,4240,3027,2406,6891,2904,2668,9092,5142,1278,9444,3370
+,1921,8283,8325,5418,6532,9041,6225,610,6790,7585,5284,5168,4298,5756,9130,5450,3905,355,764,2787
+,3528,1038,8877,3369,2046,4684,2356,4029,9667,1668,8849,6568,8182,2154,6725,3548,7617,8030,9753,1845
+,176,7390,5163,8467,5551,1024,4005,6575,8961,6743,2386,1655,1196,5227,8532,908,7674,2468,5399,646
+,7249,8472,5131,4309,3617,8937,3422,9307,3879,1345,5528,8958,6763,4173,4941,5805,6028,4034,8015,805
+,5552,7564,4752,6562,2678,5540,9894,5884,1476,9307,2056,1803,8975,6515,4667,1765,1048,9639,4822,9116
-,431,16,8795,3372,11,9205,4993,3384,4807,2971,9133,2001,6063,6856,4902,7230,3277,5020,7845,9326
+,394,2239,4307,9613,567,6488,4751,4470,9569,4292,8421,6504,4820,3090,4034,565,8884,4871,3704,5515
+,4237,7724,3057,5064,6691,8554,5032,9498,5475,8735,2034,1717,7349,8705,993,1302,1202,3346,7417,2343
+,4775,1886,1832,6626,6174,8847,9731,3789,7607,7631,4395,7967,8237,3977,3000,7262,4065,5,2270,3221
+,8911,5506,8849,9566,9159,3239,1068,6148,2757,2278,8703,362,5584,9947,5640,2067,1675,4422,207,8026
+,5259,8331,1548,8648,2418,681,5693,2810,8502,4949,8926,9071,1991,2862,9694,2901,4455,5048,2361,8687
+,584,8436,2963,1392,8055,1008,6339,3462,6912,8793,9062,4156,2839,2003,4230,2230,8490,7931,6141,3998
+,5639,3328,836,3392,3292,4737,5458,7395,9602,613,4964,7398,3172,7346,5841,9532,1111,8847,3894,8681
+,1769,9961,4237,4304,6648,3347,9303,3799,3437,2058,7311,7439,5585,8830,8293,5618,1505,4326,6972,4513
+,9421,9365,1117,478,1683,5773,9102,9030,4714,9711,1892,6794,4303,8138,4838,2054,8377,6615,3561,9403
+,7802,7844,1769,6035,4509,1497,7374,1700,1900,5319,6571,8946,8979,9765,3274,5861,3999,7210,1574,6257
-,312,8446,6123,7311,4511,8143,8472,5871,2798,8973,216,7711,6319,3374,2536,642,5561,491,3364,1367
+,1800,233,7056,8288,1134,6802,8756,4614,2615,1266,3749,5857,2115,2865,9500,9824,3783,5562,7788,2601
+,6633,907,5586,8688,5349,6744,2851,8394,5191,258,5274,3946,8989,2949,8381,361,7190,500,9194,4062
+,1713,6607,4261,5019,2035,2227,9031,7978,932,3684,2781,1980,1158,5495,992,1553,9060,5018,6279,4421
+,4253,5682,6786,2437,4620,3113,6154,3602,5660,1046,1940,6512,1207,5805,1616,9735,8390,3718,584,7705
+,2348,5346,845,7007,9331,9479,6045,8135,6271,6196,9171,4455,3315,8793,7023,6029,9734,5762,3330,2458
+,5242,7452,5189,2041,4376,1843,4259,8097,9455,1398,8610,9711,7795,3858,1816,5553,9062,1831,9724,4134
+,5720,7294,9350,2328,306,2234,1115,2105,4214,1725,784,423,834,3376,2942,3778,5764,776,8913,8837
+,5614,2440,3209,6210,3589,2132,676,8820,3051,1841,9576,4663,6446,6342,2214,5503,9751,5355,3822,8575
+,1698,9635,2655,8641,182,7519,480,6716,8644,1166,4571,877,8064,3892,3208,606,5387,4463,822,6939
+,2400,8826,1289,8733,8482,7402,55,6727,4469,2665,9529,1804,3016,139,413,1322,9207,7777,624,3974
-,5678,9433,6990,8543,9518,842,6746,8960,155,1920,7173,4681,1410,2090,2563,9702,8814,7134,88,2068
+,2343,8109,6056,3243,9379,2880,7147,4065,221,2036,9761,1941,3466,2333,6538,5772,4658,9959,3658,2408
+,6066,2495,363,4497,9002,5031,7641,7848,9326,6065,7960,6248,6112,816,2932,2897,9924,6882,5684,5063
+,7162,3091,3704,9768,4862,2463,1986,1995,58,8522,4683,9966,5454,8684,659,8682,6688,1889,1582,2589
+,4596,6648,1614,9076,2191,71,2760,8650,8111,9004,8609,2169,8866,7182,9069,8276,5696,8453,521,8653
+,7767,9254,6577,8168,7226,3104,5749,7735,6420,1806,9480,3615,2975,74,194,9822,6153,1416,1783,1286
+,4545,5777,4387,2754,5186,7827,7585,9520,4211,4769,9819,8114,3906,1339,2104,7571,8925,9290,8598,1818
+,2762,5709,5240,9451,5152,65,7313,8964,1798,6531,3679,3628,4565,95,7452,8239,7672,1758,1084,3931
+,729,3123,7073,4761,1673,7734,1701,8771,8207,7612,3377,6323,6460,1539,8842,8372,6309,1304,3457,269
+,7442,9087,6736,7405,797,2148,6933,9974,300,5341,3064,495,9693,2767,4259,4593,992,6847,3987,1424
+,5597,351,5402,6016,5918,3022,6100,4095,5150,7414,672,4388,1182,8302,5918,1787,9015,88,1869,4476
-,1877,3184,741,5835,8708,6180,7298,9540,2301,4785,6527,7743,273,2000,8421,1861,3573,2302,7596,8324
+,5535,107,6712,5993,6902,881,9365,4464,5956,1792,5188,4100,1361,6692,1017,4367,303,6792,6831,7699
+,3091,22,9716,636,225,752,7443,1852,8734,2442,5682,6209,3284,9609,112,6641,3129,1680,1924,4653
+,6828,336,112,5855,3566,4884,2523,2448,2496,5399,4200,8785,5523,4276,3761,3224,6667,8708,812,1100
+,9424,9305,6558,786,1352,9491,3877,3414,2856,9025,4800,8929,4928,9883,5186,586,5969,7166,2617,3870
+,1864,7753,3856,4692,235,2824,1554,1198,2211,7730,1043,8366,472,9240,4067,9062,7453,3740,1538,1831
+,73,8935,8049,1202,2879,7031,9348,5926,5684,7320,3,9194,7149,5679,3284,8518,9829,6647,613,271
+,2303,884,9089,507,8919,3748,4626,9935,9517,6250,6087,6165,9075,8315,3874,8746,779,523,864,9849
+,7686,8506,8322,9826,6031,6722,1611,7624,6770,3763,1478,7386,6728,5842,1878,329,7152,2567,440,6783
+,4561,5908,6249,9689,7606,3119,1269,9585,543,4779,8382,3422,7624,5505,5828,9013,8886,5482,3804,3945
+,3999,1384,6157,345,4992,5392,7708,8222,4661,553,5218,8585,1525,5878,9861,3126,116,5071,9307,9205
-,3280,6872,4289,4283,6372,8554,9301,8727,1269,4705,9134,1809,2228,3439,6759,4252,1015,4892,3876,352
+,2231,6961,3804,2901,9851,2865,566,367,6619,4912,1102,6430,3006,341,2734,5855,5283,7799,1678,9566
+,7818,2734,6382,2503,8553,3092,9718,3221,6264,941,5929,7575,6834,7005,7202,7249,5336,1519,5090,898
+,6721,5364,6438,9085,9169,7344,5774,4989,4326,9561,7165,8002,5450,3720,1534,6630,5273,3533,3394,1025
+,3609,6356,8435,5847,209,3186,5000,5764,7299,4208,5565,2307,8580,7016,461,1090,3864,5815,4602,7256
